> FRA,SWEEP?
3.9953E4,1.4401E-2,2.9035E-1,2.6090E1,-1.1602E0,8.0661E-8,-1.1602E0
4.4830E4,1.4403E-2,2.9028E-1,2.6087E1,-1.2820E0,7.9433E-8,-1.2820E0
5.0302E4,1.4404E-2,2.9022E-1,2.6085E1,-1.4190E0,7.8357E-8,-1.4194E0
5.6442E4,1.4405E-2,2.9015E-1,2.6082E1,-1.5734E0,7.7435E-8,-1.5734E0
6.3332E4,1.4405E-2,2.9009E-1,2.6080E1,-1.7451E0,7.6540E-8,-1.7451E0
7.1062E4,1.4406E-2,2.8999E-1,2.6077E1,-1.9326E0,7.5545E-8,-1.9326E0
7.9736E4,1.4406E-2,2.8993E-1,2.6075E1,-2.1477E0,7.4821E-8,-2.1477E0
8.9469E4,1.4405E-2,2.8985E-1,2.6072E1,-2.3872E0,7.4118E-8,-2.3872E0
1.0039E5,1.4405E-2,2.8974E-1,2.6070E1,-2.6540E0,7.3436E-8,-2.6540E0
1.1264E5,1.4403E-2,2.8976E-1,2.6071E1,-2.9542E0,7.2850E-8,-2.9392E0
1.2639E5,1.4405E-2,2.8967E-1,2.6068E1,-3.2890E0,7.2283E-8,-3.2890E0
1.4182E5,1.4405E-2,2.8961E-1,2.6066E1,-3.6656E0,7.1796E-8,-3.6656E0
1.5913E5,1.4405E-2,2.8956E-1,2.6064E1,-4.0857E0,7.1319E-8,-4.0857E0
1.7856E5,1.4406E-2,2.8948E-1,2.6062E1,-4.5579E0,7.0906E-8,-4.5579E0
2.0035E5,1.4405E-2,2.8942E-1,2.6060E1,-5.0864E0,7.0521E-8,-5.0864E0
2.2481E5,1.4405E-2,2.8935E-1,2.6058E1,-5.6791E0,7.0172E-8,-5.6786E0
2.5225E5,1.4405E-2,2.8926E-1,2.6056E1,-6.3408E0,6.9826E-8,-6.3408E0
2.8304E5,1.4405E-2,2.8922E-1,2.6054E1,-7.0836E0,6.9520E-8,-7.0836E0
3.1758E5,1.4405E-2,2.8915E-1,2.6052E1,-7.9173E0,6.9250E-8,-7.9173E0
3.5635E5,1.4404E-2,2.8909E-1,2.6051E1,-8.8491E0,6.8980E-8,-8.8491E0
3.9985E5,1.4403E-2,2.8909E-1,2.6051E1,-9.8942E0,6.8736E-8,-9.8942E0
4.4865E5,1.4405E-2,2.8905E-1,2.6050E1,-1.1066E1,6.8511E-8,-1.1066E1
5.0341E5,1.4404E-2,2.8907E-1,2.6051E1,-1.2374E1,6.8279E-8,-1.2618E1
5.6486E5,1.4403E-2,2.8912E-1,2.6052E1,-1.3840E1,6.8059E-8,-1.3840E1
6.3381E5,1.4402E-2,2.8919E-1,2.6055E1,-1.5479E1,6.7840E-8,-1.5479E1
7.1117E5,1.4401E-2,2.8929E-1,2.6059E1,-1.7309E1,6.7609E-8,-1.7309E1
7.9798E5,1.4399E-2,2.8949E-1,2.6066E1,-1.9357E1,6.7382E-8,-1.9357E1
8.9539E5,1.4396E-2,2.8979E-1,2.6076E1,-2.1639E1,6.7131E-8,-2.1639E1
1.0047E6,1.4395E-2,2.9019E-1,2.6090E1,-2.4190E1,6.6881E-8,-2.4198E1
